Kode_Item,Nama_Item,Kode_Transaksi,qty,harga,sub_total
OBT00943,Obat Neque,TRX094568,2,179829,359658
OBT00329,Obat Minima,TRX094569,2,87717,175434
OBT00467,Obat Eligendi,TRX094569,3,75380,226140
OBT00607,Obat Dolorem,TRX094569,1,55047,55047
OBT00636,Obat Cupiditate,TRX094569,1,191933,191933
OBT00064,Obat Aperiam,TRX094570,2,103226,206452
OBT00572,Obat Animi,TRX094570,2,186352,372704
OBT00916,Obat Sequi,TRX094570,2,73093,146186
OBT00798,Obat Labore,TRX094570,3,129168,387504
OBT01703,Obat Sit,TRX094570,1,103111,103111
OBT00983,Obat Quasi,TRX094571,1,158171,158171
OBT01708,Obat Assumenda,TRX094571,1,89364,89364
OBT01737,Obat Ipsa,TRX094572,3,71723,215169
OBT01668,Obat Ullam,TRX094572,1,187020,187020
OBT00701,Obat Nesciunt,TRX094572,3,114277,342831
OBT01338,Obat Hic,TRX094572,3,78598,235794
OBT00300,Obat Eligendi,TRX094573,3,49529,148587
OBT00159,Obat Id,TRX094573,2,34052,68104
OBT01295,Obat Vel,TRX094574,3,146067,438201
OBT00549,Obat Recusandae,TRX094574,2,122951,245902
OBT01254,Obat Tenetur,TRX094574,2,41608,83216
OBT01639,Obat Magnam,TRX094575,3,73626,220878
OBT01731,Obat Cupiditate,TRX094575,2,85215,170430
OBT00855,Obat Animi,TRX094575,1,84776,84776
OBT01669,Obat Quos,TRX094575,2,103108,206216
OBT00981,Obat Sed,TRX094575,1,108489,108489
OBT01844,Obat Odio,TRX094576,3,38645,115935
OBT00710,Obat Recusandae,TRX094576,1,79044,79044
OBT00801,Obat Eum,TRX094577,2,137388,274776
OBT01979,Obat Incidunt,TRX094577,1,197215,197215
OBT00761,Obat Autem,TRX094577,2,18217,36434
OBT00803,Obat Facere,TRX094578,2,27343,54686
OBT01166,Obat Explicabo,TRX094578,2,42345,84690
OBT01119,Obat Ducimus,TRX094578,1,189973,189973
OBT00538,Obat Ab,TRX094578,3,108011,324033
OBT01728,Obat Deleniti,TRX094578,1,66442,66442
OBT00726,Obat Autem,TRX094579,2,59901,119802
OBT00745,Obat Facilis,TRX094580,2,152320,304640
OBT01411,Obat Soluta,TRX094581,1,87900,87900
OBT00044,Obat Iure,TRX094581,1,87158,87158
OBT00904,Obat Numquam,TRX094581,3,146540,439620
OBT00404,Obat Dicta,TRX094582,1,130791,130791
OBT00676,Obat Quam,TRX094582,1,187849,187849
OBT01778,Obat Reprehenderit,TRX094582,3,77463,232389
OBT01433,Obat Quisquam,TRX094582,1,12306,12306
OBT00011,Obat Facere,TRX094582,1,194392,194392
OBT00355,Obat Numquam,TRX094583,2,190867,381734
OBT01738,Obat Maxime,TRX094583,3,149323,447969
OBT00930,Obat Sunt,TRX094584,3,93861,281583
OBT00996,Obat Repudiandae,TRX094584,3,132078,396234
OBT00953,Obat Est,TRX094585,1,32584,32584
OBT00563,Obat Eligendi,TRX094585,1,9696,9696
OBT01294,Obat Distinctio,TRX094585,3,107967,323901
OBT00904,Obat Numquam,TRX094585,1,146540,146540
OBT01634,Obat Alias,TRX094585,1,69478,69478
OBT00114,Obat Suscipit,TRX094586,2,88147,176294
OBT00167,Obat Accusantium,TRX094586,3,184766,554298
OBT01351,Obat Quia,TRX094586,3,136157,408471
OBT00412,Obat Tempora,TRX094587,2,16494,32988
OBT00692,Obat Illo,TRX094587,3,162836,488508
OBT01423,Obat Doloremque,TRX094587,3,24514,73542
OBT01654,Obat Aliquam,TRX094587,1,178253,178253
OBT01696,Obat Accusantium,TRX094588,1,166188,166188
OBT00266,Obat Unde,TRX094588,2,190716,381432
OBT00060,Obat Vel,TRX094589,1,159528,159528
OBT00728,Obat Provident,TRX094589,1,17333,17333
OBT01373,Obat Cumque,TRX094590,3,196076,588228
OBT00668,Obat Ab,TRX094590,1,114350,114350
OBT01573,Obat At,TRX094590,1,127526,127526
OBT00070,Obat Perferendis,TRX094591,3,129480,388440
OBT00072,Obat Voluptate,TRX094591,2,69578,139156
OBT00291,Obat Ex,TRX094591,3,108467,325401
OBT00188,Obat Repudiandae,TRX094592,2,63847,127694
OBT00560,Obat Laborum,TRX094592,1,32873,32873
OBT01977,Obat Dolores,TRX094592,3,52075,156225
OBT00532,Obat Nulla,TRX094592,2,34867,69734
OBT01399,Obat Repudiandae,TRX094592,3,127312,381936
OBT00041,Obat Laudantium,TRX094593,2,67410,134820
OBT00024,Obat Possimus,TRX094593,1,28673,28673
OBT00162,Obat Inventore,TRX094594,1,140362,140362
OBT00540,Obat Sapiente,TRX094594,3,26834,80502
OBT00943,Obat Neque,TRX094595,3,179829,539487
OBT01784,Obat Quis,TRX094596,3,15035,45105
OBT01325,Obat Dignissimos,TRX094596,2,190911,381822
OBT01134,Obat Adipisci,TRX094596,2,113773,227546
OBT01115,Obat Optio,TRX094596,1,9973,9973
OBT00951,Obat Aliquam,TRX094597,1,198334,198334
OBT00812,Obat Rerum,TRX094597,1,44743,44743
OBT00950,Obat Ex,TRX094597,1,141227,141227
OBT01407,Obat Vitae,TRX094598,1,77858,77858
OBT00439,Obat Commodi,TRX094599,1,10377,10377
OBT00860,Obat Porro,TRX094600,2,7071,14142
OBT00791,Obat Omnis,TRX094600,2,41116,82232
OBT00132,Obat Dignissimos,TRX094601,2,22397,44794
OBT00059,Obat Quos,TRX094601,3,71664,214992
OBT00618,Obat Corrupti,TRX094601,3,198667,596001
OBT01710,Obat Sunt,TRX094602,3,103010,309030
OBT00401,Obat Recusandae,TRX094602,1,125647,125647
OBT01758,Obat Officiis,TRX094602,2,101341,202682
OBT00739,Obat Maxime,TRX094603,3,93535,280605
OBT01639,Obat Magnam,TRX094603,1,73626,73626
OBT00483,Obat Reiciendis,TRX094603,3,126510,379530
OBT01705,Obat Dolor,TRX094604,1,141024,141024
OBT00228,Obat Alias,TRX094604,3,134543,403629
OBT00442,Obat Odit,TRX094605,2,106843,213686
OBT00215,Obat Ipsa,TRX094605,2,193372,386744
OBT00402,Obat Quaerat,TRX094606,1,190521,190521
OBT01960,Obat Quasi,TRX094606,2,126292,252584
OBT00646,Obat Cupiditate,TRX094606,3,14703,44109
OBT00868,Obat Voluptas,TRX094606,2,173789,347578
OBT01629,Obat At,TRX094606,1,73681,73681
OBT00539,Obat Excepturi,TRX094607,1,16864,16864
OBT00702,Obat Delectus,TRX094607,3,181451,544353
OBT00830,Obat Molestiae,TRX094608,2,23240,46480
OBT00697,Obat Perferendis,TRX094608,3,81911,245733
OBT00134,Obat Eaque,TRX094608,3,115328,345984
OBT00343,Obat Pariatur,TRX094608,3,14401,43203
OBT01584,Obat Dolorem,TRX094608,3,47540,142620
OBT01104,Obat Illo,TRX094609,2,18860,37720
OBT00739,Obat Maxime,TRX094609,2,93535,187070
OBT01298,Obat Dolor,TRX094609,3,175725,527175
OBT00761,Obat Autem,TRX094610,3,18217,54651
OBT00289,Obat Repudiandae,TRX094610,2,104860,209720
OBT01012,Obat Tenetur,TRX094610,1,36133,36133
OBT00083,Obat A,TRX094610,1,14125,14125
OBT01592,Obat Perspiciatis,TRX094610,3,63464,190392
OBT01626,Obat Sed,TRX094611,3,79475,238425
OBT01785,Obat Quos,TRX094611,1,148137,148137
OBT00998,Obat Beatae,TRX094612,3,124986,374958
OBT00923,Obat Mollitia,TRX094613,1,37702,37702
OBT00711,Obat Doloribus,TRX094613,2,186062,372124
OBT01315,Obat Voluptatum,TRX094613,1,126292,126292
OBT01141,Obat Quam,TRX094614,3,35053,105159
OBT00783,Obat Quas,TRX094614,1,137617,137617
OBT01115,Obat Optio,TRX094614,1,9973,9973
OBT01730,Obat Qui,TRX094614,1,62303,62303
OBT00103,Obat Sit,TRX094615,1,7062,7062
OBT00523,Obat Id,TRX094615,1,193824,193824
OBT01876,Obat Asperiores,TRX094615,2,107402,214804
OBT01807,Obat Dicta,TRX094615,1,110856,110856
OBT01753,Obat Alias,TRX094616,2,116700,233400
OBT01010,Obat Aspernatur,TRX094616,1,151545,151545
OBT00888,Obat Dolorem,TRX094616,3,199000,597000
OBT00730,Obat Sequi,TRX094616,2,99053,198106
OBT01925,Obat Occaecati,TRX094617,1,199810,199810
OBT01454,Obat Adipisci,TRX094618,1,30079,30079
OBT00115,Obat At,TRX094618,2,173933,347866
OBT01047,Obat Eos,TRX094618,2,16713,33426
OBT01187,Obat In,TRX094618,2,149997,299994
OBT01848,Obat Neque,TRX094618,1,136019,136019
OBT00152,Obat Fugit,TRX094619,1,110031,110031
OBT00509,Obat Nobis,TRX094620,2,82458,164916
OBT01178,Obat Assumenda,TRX094620,3,134231,402693
OBT01455,Obat Sit,TRX094620,3,168931,506793
OBT00776,Obat Quidem,TRX094621,2,58840,117680
OBT01903,Obat Soluta,TRX094621,1,79401,79401
OBT00299,Obat Eaque,TRX094621,2,73233,146466
OBT01220,Obat Accusamus,TRX094621,1,150529,150529
OBT01359,Obat Illum,TRX094621,1,181206,181206
OBT01726,Obat Iure,TRX094622,2,58215,116430
OBT01069,Obat Maiores,TRX094622,1,90253,90253
OBT00712,Obat Adipisci,TRX094622,3,27594,82782
OBT01708,Obat Assumenda,TRX094622,3,89364,268092
OBT01909,Obat Sint,TRX094622,2,23344,46688
OBT01514,Obat Quae,TRX094623,3,55754,167262
OBT01733,Obat Laudantium,TRX094624,3,103850,311550
OBT00543,Obat Praesentium,TRX094624,3,83026,249078
OBT01868,Obat Deleniti,TRX094624,3,153947,461841
OBT00616,Obat Consequuntur,TRX094624,2,48543,97086
OBT01196,Obat Illum,TRX094624,2,75558,151116
OBT01019,Obat Repellendus,TRX094625,3,80914,242742
OBT01908,Obat Aperiam,TRX094625,2,142467,284934
OBT00602,Obat Omnis,TRX094625,2,175325,350650
OBT00928,Obat Dicta,TRX094626,2,6366,12732
OBT01106,Obat Vero,TRX094626,2,141774,283548
OBT01930,Obat Recusandae,TRX094626,2,58916,117832
OBT01235,Obat Fuga,TRX094627,1,183257,183257
OBT01530,Obat Veniam,TRX094627,3,20857,62571
OBT01630,Obat Consectetur,TRX094628,2,193438,386876
OBT00897,Obat Tempore,TRX094628,1,86855,86855
OBT00372,Obat Dolores,TRX094628,1,152651,152651
OBT00164,Obat Laudantium,TRX094628,2,175178,350356
OBT01410,Obat Deserunt,TRX094628,1,122666,122666
OBT00889,Obat Incidunt,TRX094629,1,38031,38031
OBT00153,Obat Alias,TRX094629,3,57448,172344
OBT01865,Obat Quia,TRX094630,1,41473,41473
OBT00853,Obat Minus,TRX094630,3,188707,566121
OBT00484,Obat Quam,TRX094630,3,182324,546972
OBT00627,Obat Cumque,TRX094630,3,57779,173337
OBT01334,Obat Itaque,TRX094630,2,66409,132818
OBT01898,Obat Ullam,TRX094631,2,12035,24070
OBT01051,Obat Enim,TRX094631,2,86186,172372
OBT00487,Obat Illo,TRX094631,3,184892,554676
OBT01858,Obat Quos,TRX094631,1,145929,145929
OBT01492,Obat Iusto,TRX094632,3,105642,316926
OBT01282,Obat Repellat,TRX094632,1,5536,5536
OBT01966,Obat Nisi,TRX094633,2,174423,348846
OBT00199,Obat Vero,TRX094633,3,73624,220872
OBT00086,Obat Reiciendis,TRX094633,3,19332,57996
OBT00745,Obat Facilis,TRX094634,1,152320,152320
OBT00491,Obat Laborum,TRX094634,2,143222,286444
OBT01380,Obat Dolor,TRX094634,2,144707,289414
OBT01466,Obat Hic,TRX094634,1,38432,38432
OBT00195,Obat Omnis,TRX094635,1,64954,64954
OBT01007,Obat Nam,TRX094635,3,129087,387261
OBT00027,Obat Similique,TRX094635,1,41847,41847
OBT00684,Obat Minima,TRX094636,3,95137,285411
OBT00380,Obat Vitae,TRX094636,1,52335,52335
OBT01938,Obat Odit,TRX094637,1,155756,155756
OBT00928,Obat Dicta,TRX094638,1,6366,6366
OBT01264,Obat Cumque,TRX094638,2,94819,189638
OBT01964,Obat Temporibus,TRX094638,2,28882,57764
OBT00456,Obat Dolore,TRX094638,3,39416,118248
OBT00134,Obat Eaque,TRX094638,1,115328,115328
OBT01879,Obat Facilis,TRX094639,2,106301,212602
OBT01136,Obat Consequatur,TRX094639,2,143386,286772
OBT00331,Obat Ipsam,TRX094639,3,133784,401352
OBT00377,Obat Occaecati,TRX094640,1,6081,6081
OBT01459,Obat Distinctio,TRX094640,2,27422,54844
OBT00094,Obat Suscipit,TRX094640,1,172496,172496
OBT01745,Obat Laudantium,TRX094641,2,97163,194326
OBT01377,Obat Alias,TRX094641,3,11060,33180
OBT01361,Obat Voluptate,TRX094642,2,163065,326130
OBT00712,Obat Adipisci,TRX094642,3,27594,82782
OBT00596,Obat Magni,TRX094642,1,54341,54341
OBT01797,Obat Maiores,TRX094642,2,163343,326686
OBT00059,Obat Quos,TRX094642,3,71664,214992
OBT01101,Obat Dolore,TRX094643,1,167189,167189
OBT01347,Obat Quidem,TRX094644,1,108831,108831
OBT01047,Obat Eos,TRX094644,2,16713,33426
OBT01917,Obat Odit,TRX094644,2,112704,225408
OBT00418,Obat Atque,TRX094645,1,197497,197497
OBT01500,Obat Unde,TRX094645,1,182150,182150
OBT00386,Obat Distinctio,TRX094645,3,29721,89163
OBT00708,Obat Molestiae,TRX094645,1,168012,168012
OBT01995,Obat Corrupti,TRX094646,3,145964,437892
OBT01091,Obat Tenetur,TRX094647,2,170179,340358
OBT01275,Obat Eos,TRX094647,3,125533,376599
OBT00792,Obat Minima,TRX094647,2,37239,74478
OBT01037,Obat Repellendus,TRX094647,3,79313,237939
OBT01135,Obat Incidunt,TRX094648,1,11306,11306
OBT00464,Obat Eius,TRX094648,3,121770,365310
OBT01383,Obat Deleniti,TRX094648,1,183436,183436
OBT00919,Obat Esse,TRX094648,1,97923,97923
OBT00003,Obat Ea,TRX094648,1,12639,12639
OBT00133,Obat Sapiente,TRX094649,1,97237,97237
OBT00794,Obat Autem,TRX094649,1,120109,120109
OBT01869,Obat Ex,TRX094650,3,170108,510324
OBT00260,Obat Itaque,TRX094651,2,186671,373342
OBT01221,Obat Quis,TRX094652,2,123421,246842
OBT01273,Obat Reprehenderit,TRX094652,3,94556,283668
OBT00763,Obat Cupiditate,TRX094652,1,124835,124835
OBT01058,Obat Necessitatibus,TRX094653,2,163783,327566
OBT01145,Obat Asperiores,TRX094653,3,79803,239409
OBT00127,Obat Nemo,TRX094653,2,31318,62636
OBT01624,Obat Ad,TRX094653,1,57198,57198
OBT00872,Obat Perspiciatis,TRX094654,2,167054,334108
OBT01306,Obat Nobis,TRX094654,3,97535,292605
OBT01066,Obat Vero,TRX094654,1,122722,122722
OBT01852,Obat Iure,TRX094655,1,64111,64111
OBT00208,Obat Eveniet,TRX094655,3,44125,132375
OBT00429,Obat Quaerat,TRX094655,2,148433,296866
OBT00832,Obat Non,TRX094656,3,93684,281052
OBT01059,Obat Quisquam,TRX094656,2,39815,79630
OBT01795,Obat Sed,TRX094656,1,54975,54975
OBT00586,Obat Est,TRX094657,2,108546,217092
OBT00421,Obat Qui,TRX094658,2,60408,120816
OBT00446,Obat Ratione,TRX094658,2,176459,352918
OBT00032,Obat Labore,TRX094658,3,136137,408411
OBT00966,Obat Suscipit,TRX094659,3,29182,87546
OBT00681,Obat Non,TRX094659,1,195371,195371
OBT00906,Obat Sed,TRX094659,3,72814,218442
OBT01727,Obat Quisquam,TRX094659,3,123510,370530
OBT01847,Obat Voluptates,TRX094660,3,7537,22611
OBT01918,Obat Eos,TRX094660,2,107525,215050
OBT00201,Obat Placeat,TRX094661,3,49238,147714
OBT00491,Obat Laborum,TRX094661,3,143222,429666
OBT00595,Obat Eligendi,TRX094661,1,187460,187460
OBT01390,Obat Maiores,TRX094661,3,175401,526203
OBT00163,Obat Adipisci,TRX094662,3,192056,576168
OBT00433,Obat Unde,TRX094662,2,109558,219116
OBT01006,Obat Laudantium,TRX094662,1,124388,124388
OBT01617,Obat Architecto,TRX094662,2,120450,240900
OBT01765,Obat Perspiciatis,TRX094662,1,120785,120785
OBT01541,Obat Molestias,TRX094663,2,43174,86348
OBT01974,Obat Cum,TRX094663,2,50908,101816
OBT01979,Obat Incidunt,TRX094664,3,197215,591645
OBT00729,Obat Inventore,TRX094664,2,9752,19504
OBT01399,Obat Repudiandae,TRX094664,3,127312,381936
OBT01868,Obat Deleniti,TRX094664,2,153947,307894
OBT00795,Obat Hic,TRX094664,1,113986,113986
OBT01140,Obat Sint,TRX094665,3,28861,86583
OBT00011,Obat Facere,TRX094666,1,194392,194392
OBT00753,Obat Harum,TRX094666,1,75121,75121
OBT01199,Obat Dolor,TRX094666,1,181972,181972
OBT00115,Obat At,TRX094667,2,173933,347866
OBT01003,Obat Est,TRX094667,2,35948,71896
OBT00431,Obat Asperiores,TRX094667,2,104979,209958
OBT01484,Obat Fugit,TRX094667,1,166822,166822
OBT01072,Obat Nihil,TRX094668,3,179195,537585
OBT01147,Obat Corporis,TRX094668,1,52885,52885
OBT00301,Obat Quos,TRX094669,1,137054,137054
OBT00216,Obat Dolore,TRX094669,1,142845,142845
OBT00464,Obat Eius,TRX094669,1,121770,121770
OBT00431,Obat Asperiores,TRX094669,2,104979,209958
OBT01836,Obat Eos,TRX094669,1,59941,59941
OBT00305,Obat Magnam,TRX094670,3,39581,118743
OBT00067,Obat Eos,TRX094670,3,87965,263895
OBT01158,Obat Corporis,TRX094670,1,52568,52568
OBT01464,Obat Tenetur,TRX094670,2,186761,373522
OBT01252,Obat Dolorem,TRX094670,3,188089,564267
OBT00109,Obat Omnis,TRX094671,3,82967,248901
OBT01861,Obat Fuga,TRX094672,3,158866,476598
OBT01304,Obat Ipsam,TRX094672,1,181225,181225
OBT00689,Obat Culpa,TRX094672,3,159051,477153
OBT00134,Obat Eaque,TRX094672,2,115328,230656
OBT00532,Obat Nulla,TRX094672,1,34867,34867
OBT00519,Obat Vitae,TRX094673,2,113270,226540
OBT01523,Obat Ea,TRX094673,3,194955,584865
OBT00639,Obat Non,TRX094673,3,134945,404835
OBT00409,Obat Deserunt,TRX094673,2,177492,354984
OBT00432,Obat Quis,TRX094674,2,29261,58522
OBT01149,Obat Explicabo,TRX094675,2,28495,56990
OBT01251,Obat Cumque,TRX094676,1,108626,108626
OBT01346,Obat Temporibus,TRX094677,1,172362,172362
OBT01742,Obat Quod,TRX094677,2,82345,164690
OBT01110,Obat Nesciunt,TRX094677,3,9892,29676
OBT01231,Obat Dignissimos,TRX094677,2,131402,262804
OBT00937,Obat Recusandae,TRX094677,3,144798,434394
OBT00191,Obat Velit,TRX094678,3,151415,454245
OBT01543,Obat Porro,TRX094679,1,128082,128082
OBT01526,Obat Delectus,TRX094680,2,53738,107476
OBT00171,Obat Earum,TRX094680,3,130400,391200
OBT00830,Obat Molestiae,TRX094681,1,23240,23240
OBT01662,Obat Tempora,TRX094681,3,42862,128586
OBT01153,Obat Iusto,TRX094681,2,182893,365786
OBT00305,Obat Magnam,TRX094681,3,39581,118743
OBT00760,Obat Nostrum,TRX094681,3,190179,570537
OBT01059,Obat Quisquam,TRX094682,2,39815,79630
OBT01783,Obat Porro,TRX094682,1,99433,99433
OBT01143,Obat Adipisci,TRX094683,2,147024,294048
OBT00800,Obat Nobis,TRX094683,3,80171,240513
OBT00385,Obat Temporibus,TRX094683,1,182447,182447
OBT01737,Obat Ipsa,TRX094683,3,71723,215169
OBT01307,Obat Autem,TRX094683,3,103664,310992
OBT01483,Obat Magnam,TRX094684,2,30121,60242
OBT01698,Obat Architecto,TRX094684,3,48891,146673
OBT01232,Obat Corrupti,TRX094684,1,76644,76644
OBT00004,Obat Consequuntur,TRX094684,1,72737,72737
OBT00414,Obat Quae,TRX094684,3,168149,504447
OBT00906,Obat Sed,TRX094685,1,72814,72814
OBT01412,Obat Repellat,TRX094685,2,6352,12704
OBT00701,Obat Nesciunt,TRX094685,2,114277,228554
OBT00750,Obat Deserunt,TRX094685,2,98124,196248
OBT01039,Obat Voluptatem,TRX094685,3,52992,158976
OBT01282,Obat Repellat,TRX094686,1,5536,5536
OBT00779,Obat Quasi,TRX094687,3,195932,587796
OBT00365,Obat Repellendus,TRX094687,3,29530,88590
OBT00669,Obat Commodi,TRX094687,3,129082,387246
OBT01526,Obat Delectus,TRX094687,3,53738,161214
OBT01094,Obat Vel,TRX094688,1,152074,152074
OBT00235,Obat Quibusdam,TRX094689,1,79178,79178
OBT00030,Obat Corporis,TRX094690,2,154677,309354
OBT00996,Obat Repudiandae,TRX094690,3,132078,396234
OBT01545,Obat Sit,TRX094690,1,163159,163159
OBT01914,Obat Amet,TRX094690,1,7895,7895
OBT01543,Obat Porro,TRX094690,1,128082,128082
OBT00123,Obat Asperiores,TRX094691,3,113255,339765
OBT00776,Obat Quidem,TRX094691,3,58840,176520
OBT00186,Obat Dolorem,TRX094692,1,103912,103912
OBT00660,Obat Magnam,TRX094692,1,9985,9985
OBT01468,Obat Modi,TRX094693,3,120846,362538
OBT01757,Obat Magnam,TRX094694,2,112204,224408
OBT01466,Obat Hic,TRX094694,2,38432,76864
OBT00356,Obat Aliquam,TRX094694,2,152024,304048
OBT00385,Obat Temporibus,TRX094695,1,182447,182447
OBT00098,Obat Quas,TRX094696,3,36995,110985
OBT00778,Obat Vitae,TRX094696,2,46165,92330
OBT00827,Obat Temporibus,TRX094696,3,7607,22821
OBT01675,Obat Architecto,TRX094697,1,17109,17109
OBT00946,Obat Perspiciatis,TRX094698,3,181274,543822
OBT00696,Obat Architecto,TRX094699,2,39382,78764
OBT00897,Obat Tempore,TRX094700,1,86855,86855
OBT00380,Obat Vitae,TRX094700,1,52335,52335
OBT00608,Obat Pariatur,TRX094700,1,27568,27568
OBT00688,Obat Earum,TRX094700,2,62593,125186
OBT00967,Obat Vero,TRX094701,2,21303,42606
OBT00255,Obat Sit,TRX094701,2,27475,54950
OBT01286,Obat Dolorem,TRX094701,3,7510,22530
OBT00716,Obat Quo,TRX094701,2,50427,100854
OBT00926,Obat Error,TRX094702,2,155060,310120
OBT00576,Obat Adipisci,TRX094702,3,195293,585879
OBT00555,Obat Blanditiis,TRX094703,2,53519,107038
OBT00480,Obat Deserunt,TRX094704,3,15600,46800
OBT01192,Obat Odit,TRX094704,2,111822,223644
OBT01555,Obat Possimus,TRX094704,3,20025,60075
OBT00554,Obat Nisi,TRX094705,2,60330,120660
OBT01840,Obat Maiores,TRX094705,2,12891,25782
OBT00303,Obat Cum,TRX094705,3,93913,281739
OBT01397,Obat Laboriosam,TRX094705,2,183303,366606
OBT01388,Obat Nisi,TRX094706,1,173025,173025
OBT00753,Obat Harum,TRX094706,2,75121,150242
OBT00950,Obat Ex,TRX094707,2,141227,282454
OBT00003,Obat Ea,TRX094707,1,12639,12639
OBT01258,Obat Fuga,TRX094707,1,118236,118236
OBT01476,Obat Nesciunt,TRX094707,3,182619,547857
OBT01240,Obat Officia,TRX094708,2,158395,316790
OBT01063,Obat Facere,TRX094708,1,125831,125831
OBT00801,Obat Eum,TRX094708,3,137388,412164
OBT01837,Obat Repellendus,TRX094708,2,119997,239994
OBT00123,Obat Asperiores,TRX094709,3,113255,339765
OBT00340,Obat Voluptatem,TRX094709,2,19304,38608
OBT01464,Obat Tenetur,TRX094710,3,186761,560283
OBT01716,Obat Omnis,TRX094711,1,129192,129192
OBT00928,Obat Dicta,TRX094712,1,6366,6366
OBT00630,Obat Eaque,TRX094712,3,107690,323070
OBT00513,Obat Mollitia,TRX094712,3,25062,75186
OBT01739,Obat Dignissimos,TRX094713,1,27219,27219
OBT00499,Obat Ipsum,TRX094713,2,25757,51514
OBT01671,Obat Vero,TRX094714,2,162168,324336
OBT01496,Obat Dolores,TRX094714,3,167327,501981
OBT01815,Obat Quidem,TRX094714,1,44133,44133
OBT01430,Obat Et,TRX094715,3,169100,507300
OBT00246,Obat Quod,TRX094715,2,66731,133462
OBT01297,Obat Recusandae,TRX094716,3,175156,525468
OBT00598,Obat Pariatur,TRX094716,1,59848,59848
OBT00862,Obat Sunt,TRX094716,2,143357,286714
OBT01107,Obat Voluptate,TRX094716,2,54648,109296
OBT00993,Obat Eveniet,TRX094717,3,42839,128517
OBT00737,Obat Iste,TRX094717,1,13380,13380
OBT01539,Obat Reiciendis,TRX094717,2,158004,316008
OBT00458,Obat Quas,TRX094718,2,179462,358924
OBT00754,Obat Cupiditate,TRX094719,3,44630,133890
OBT01029,Obat Dolorum,TRX094719,3,132382,397146
OBT00417,Obat Qui,TRX094719,1,196770,196770
OBT00128,Obat Autem,TRX094719,3,47033,141099
OBT00652,Obat Quidem,TRX094719,1,194953,194953
OBT00444,Obat Praesentium,TRX094720,1,79694,79694
OBT00921,Obat Eaque,TRX094720,1,17512,17512
OBT00455,Obat Illo,TRX094720,3,163207,489621
OBT00980,Obat Ullam,TRX094720,2,141038,282076
OBT01297,Obat Recusandae,TRX094721,3,175156,525468
OBT00352,Obat Deleniti,TRX094721,2,15693,31386
OBT00213,Obat Aspernatur,TRX094722,3,35762,107286
OBT00249,Obat Explicabo,TRX094722,3,70095,210285
OBT01563,Obat Quo,TRX094722,1,57526,57526
OBT00222,Obat Quibusdam,TRX094722,3,63847,191541
OBT00967,Obat Vero,TRX094723,1,21303,21303
OBT00699,Obat Voluptas,TRX094723,2,191485,382970
OBT00291,Obat Ex,TRX094723,1,108467,108467
OBT01951,Obat Vero,TRX094724,1,21769,21769
OBT00865,Obat Officia,TRX094724,3,188578,565734
OBT00068,Obat Quibusdam,TRX094724,2,148063,296126
OBT00080,Obat Reiciendis,TRX094724,2,10524,21048
OBT00003,Obat Ea,TRX094725,3,12639,37917
OBT00556,Obat Distinctio,TRX094725,3,25505,76515
OBT01807,Obat Dicta,TRX094726,1,110856,110856
OBT01849,Obat Animi,TRX094726,1,177713,177713
OBT00132,Obat Dignissimos,TRX094726,3,22397,67191
OBT01823,Obat Aspernatur,TRX094727,1,140220,140220
OBT00539,Obat Excepturi,TRX094728,3,16864,50592
OBT01132,Obat Sint,TRX094728,1,119561,119561
OBT00591,Obat Dolore,TRX094728,1,8637,8637
OBT00893,Obat Ex,TRX094729,2,61029,122058
OBT00256,Obat Vel,TRX094729,3,7705,23115
OBT01364,Obat Magnam,TRX094729,2,22133,44266
OBT01985,Obat Ex,TRX094729,2,188113,376226
OBT01558,Obat Illum,TRX094729,2,151656,303312
OBT00477,Obat Unde,TRX094730,2,170330,340660
OBT00037,Obat Sed,TRX094730,2,142693,285386
OBT01045,Obat Suscipit,TRX094730,3,96396,289188
OBT01882,Obat Aut,TRX094730,2,33478,66956
OBT00474,Obat Reprehenderit,TRX094731,1,165921,165921
OBT00596,Obat Magni,TRX094731,3,54341,163023
OBT00348,Obat Aliquid,TRX094731,2,127456,254912
OBT00533,Obat Vel,TRX094731,2,199121,398242
OBT01545,Obat Sit,TRX094732,2,163159,326318
OBT01134,Obat Adipisci,TRX094733,3,113773,341319
OBT01806,Obat A,TRX094733,3,95867,287601
OBT00458,Obat Quas,TRX094733,1,179462,179462
OBT01204,Obat Cum,TRX094733,3,37917,113751
OBT01934,Obat Dolore,TRX094734,3,179271,537813
OBT01217,Obat Nihil,TRX094734,2,69267,138534
OBT01030,Obat Reprehenderit,TRX094734,3,12334,37002
OBT01138,Obat Neque,TRX094735,2,105141,210282
OBT01751,Obat Eum,TRX094735,2,167824,335648
OBT00514,Obat Velit,TRX094735,2,16821,33642
OBT00933,Obat Praesentium,TRX094736,1,153267,153267
OBT01010,Obat Aspernatur,TRX094736,3,151545,454635
OBT00739,Obat Maxime,TRX094736,1,93535,93535
OBT00604,Obat Neque,TRX094737,2,119239,238478
OBT01060,Obat Eos,TRX094737,1,41312,41312
OBT00454,Obat Minus,TRX094737,2,184558,369116
OBT01073,Obat Perferendis,TRX094738,3,168470,505410
OBT01351,Obat Quia,TRX094738,3,136157,408471
OBT00247,Obat Quae,TRX094738,1,166921,166921
OBT01874,Obat Rerum,TRX094738,3,104960,314880
