Kode_Item,Nama_Item,Kandungan,Tipe_Golongan_Obat,Kategori_Obat,HNA,Satuan
OBT00925,Obat Sapiente,Ibuprofen 824mg,Keras,Vitamin,83108,tablet
OBT00926,Obat Error,Cetirizine 549mg,Bebas Terbatas,Antibiotik,155060,tablet
OBT00927,Obat Quis,Metformin 635mg,Bebas Terbatas,Analgesik,198163,tablet
OBT00928,Obat Dicta,Metformin 262mg,Keras,Antidiabetik,6366,kapsul
OBT00929,Obat Magnam,Amoxicillin 481mg,Bebas,Antidiabetik,123789,sirup
OBT00930,Obat Sunt,Amoxicillin 496mg,Keras,Analgesik,93861,sirup
OBT00931,Obat Iure,Cetirizine 893mg,Narkotika,Vitamin,66891,sirup
OBT00932,Obat Necessitatibus,Amoxicillin 795mg,Bebas Terbatas,Vitamin,157461,sirup
OBT00933,Obat Praesentium,Metformin 153mg,Bebas,Antihistamin,153267,kapsul
OBT00934,Obat Asperiores,Amoxicillin 167mg,Bebas Terbatas,Antihistamin,192340,sirup
OBT00935,Obat Assumenda,Amoxicillin 196mg,Keras,Antihistamin,169559,kapsul
OBT00936,Obat Dolor,Metformin 794mg,Bebas,Antidiabetik,179462,botol
OBT00937,Obat Recusandae,Cetirizine 390mg,Keras,Analgesik,144798,tablet
OBT00938,Obat Deleniti,Amoxicillin 841mg,Narkotika,Analgesik,161119,tablet
OBT00939,Obat Nemo,Metformin 994mg,Keras,Antihistamin,66299,kapsul
OBT00940,Obat Id,Ibuprofen 441mg,Bebas,Vitamin,96838,tablet
OBT00941,Obat Eveniet,Paracetamol 696mg,Keras,Antihistamin,83433,tablet
OBT00942,Obat Fuga,Ibuprofen 458mg,Bebas Terbatas,Analgesik,79589,kapsul
OBT00943,Obat Neque,Amoxicillin 771mg,Bebas Terbatas,Antidiabetik,179829,kapsul
OBT00944,Obat Magnam,Cetirizine 232mg,Bebas,Antihistamin,192394,botol
OBT00945,Obat Adipisci,Metformin 825mg,Bebas Terbatas,Antibiotik,155147,tablet
OBT00946,Obat Perspiciatis,Paracetamol 417mg,Narkotika,Antibiotik,181274,tablet
OBT00947,Obat Beatae,Metformin 485mg,Narkotika,Vitamin,41692,sirup
OBT00948,Obat Amet,Amoxicillin 932mg,Bebas,Analgesik,192262,sirup
OBT00949,Obat Doloremque,Ibuprofen 786mg,Keras,Antidiabetik,104002,botol
OBT00950,Obat Ex,Metformin 195mg,Bebas Terbatas,Antibiotik,141227,kapsul
OBT00951,Obat Aliquam,Cetirizine 620mg,Bebas Terbatas,Antihistamin,198334,kapsul
OBT00952,Obat Aut,Amoxicillin 118mg,Keras,Antidiabetik,69915,tablet
OBT00953,Obat Est,Amoxicillin 416mg,Keras,Analgesik,32584,kapsul
OBT00954,Obat Rerum,Ibuprofen 319mg,Keras,Antihistamin,90943,kapsul
OBT00955,Obat Non,Amoxicillin 884mg,Keras,Antidiabetik,140384,botol
OBT00956,Obat Eaque,Cetirizine 296mg,Bebas Terbatas,Analgesik,157664,sirup
OBT00957,Obat Quasi,Ibuprofen 240mg,Narkotika,Antidiabetik,55477,sirup
OBT00958,Obat Sequi,Ibuprofen 179mg,Bebas,Antibiotik,99704,sirup
OBT00959,Obat Occaecati,Amoxicillin 964mg,Bebas,Antibiotik,124094,botol
OBT00960,Obat Eveniet,Paracetamol 619mg,Keras,Analgesik,30686,tablet
OBT00961,Obat Commodi,Metformin 955mg,Narkotika,Antibiotik,43418,botol
OBT00962,Obat Quidem,Metformin 138mg,Bebas Terbatas,Analgesik,191552,tablet
OBT00963,Obat Voluptas,Amoxicillin 997mg,Bebas Terbatas,Vitamin,116592,botol
OBT00964,Obat Alias,Metformin 234mg,Bebas,Antibiotik,113017,botol
OBT00965,Obat Quae,Metformin 485mg,Keras,Antidiabetik,26481,tablet
OBT00966,Obat Suscipit,Ibuprofen 266mg,Narkotika,Antidiabetik,29182,kapsul
OBT00967,Obat Vero,Ibuprofen 951mg,Bebas,Analgesik,21303,sirup
OBT00968,Obat Commodi,Metformin 928mg,Narkotika,Vitamin,116381,kapsul
OBT00969,Obat Assumenda,Ibuprofen 838mg,Keras,Antihistamin,39095,sirup
OBT00970,Obat Ab,Cetirizine 144mg,Keras,Antidiabetik,129846,tablet
OBT00971,Obat Corporis,Cetirizine 473mg,Bebas,Vitamin,61304,tablet
OBT00972,Obat Voluptatem,Ibuprofen 554mg,Keras,Antidiabetik,121959,kapsul
OBT00973,Obat Voluptatibus,Metformin 391mg,Narkotika,Analgesik,25466,botol
OBT00974,Obat Nihil,Cetirizine 339mg,Narkotika,Analgesik,101808,botol
OBT00975,Obat Illum,Metformin 344mg,Bebas,Antihistamin,182424,tablet
OBT00976,Obat Praesentium,Amoxicillin 928mg,Keras,Analgesik,142954,kapsul
OBT00977,Obat Praesentium,Cetirizine 955mg,Bebas Terbatas,Antihistamin,110579,botol
OBT00978,Obat Perspiciatis,Ibuprofen 476mg,Keras,Analgesik,159203,botol
OBT00979,Obat Tempore,Metformin 551mg,Bebas,Antidiabetik,151530,botol
OBT00980,Obat Ullam,Cetirizine 887mg,Bebas,Analgesik,141038,botol
OBT00981,Obat Sed,Amoxicillin 896mg,Bebas Terbatas,Antibiotik,108489,sirup
OBT00982,Obat Officiis,Cetirizine 614mg,Bebas,Vitamin,74125,kapsul
OBT00983,Obat Quasi,Metformin 528mg,Bebas,Antidiabetik,158171,kapsul
OBT00984,Obat Enim,Ibuprofen 936mg,Bebas Terbatas,Vitamin,135764,tablet
OBT00985,Obat Neque,Ibuprofen 920mg,Bebas Terbatas,Antibiotik,171844,kapsul
OBT00986,Obat Ipsum,Metformin 241mg,Narkotika,Vitamin,115997,kapsul
OBT00987,Obat Voluptatibus,Amoxicillin 153mg,Bebas,Antibiotik,120364,tablet
OBT00988,Obat Minus,Cetirizine 995mg,Bebas Terbatas,Analgesik,185621,botol
OBT00989,Obat Molestias,Amoxicillin 667mg,Narkotika,Analgesik,133330,sirup
OBT00990,Obat Ex,Paracetamol 828mg,Bebas,Antibiotik,196815,sirup
OBT00991,Obat Fuga,Metformin 971mg,Bebas Terbatas,Antidiabetik,114293,kapsul
OBT00992,Obat Quod,Paracetamol 391mg,Bebas,Analgesik,47688,sirup
OBT00993,Obat Eveniet,Paracetamol 881mg,Narkotika,Antidiabetik,42839,sirup
OBT00994,Obat Maiores,Ibuprofen 379mg,Keras,Vitamin,137588,tablet
OBT00995,Obat Molestiae,Cetirizine 625mg,Bebas,Analgesik,38324,kapsul
OBT00996,Obat Repudiandae,Ibuprofen 950mg,Bebas,Antibiotik,132078,kapsul
OBT00997,Obat Magni,Cetirizine 193mg,Bebas,Antibiotik,191423,tablet
OBT00998,Obat Beatae,Ibuprofen 936mg,Bebas,Analgesik,124986,kapsul
OBT00999,Obat Labore,Cetirizine 457mg,Bebas Terbatas,Antibiotik,38917,sirup
OBT01000,Obat Expedita,Paracetamol 524mg,Keras,Analgesik,189686,tablet
OBT01001,Obat Perferendis,Paracetamol 505mg,Bebas,Antihistamin,139528,kapsul
OBT01002,Obat Molestias,Metformin 482mg,Bebas Terbatas,Analgesik,143711,sirup
OBT01003,Obat Est,Ibuprofen 495mg,Keras,Antidiabetik,35948,kapsul
OBT01004,Obat Eaque,Paracetamol 483mg,Narkotika,Vitamin,187051,sirup
OBT01005,Obat Magnam,Ibuprofen 128mg,Narkotika,Antibiotik,60742,tablet
OBT01006,Obat Laudantium,Amoxicillin 201mg,Narkotika,Vitamin,124388,kapsul
OBT01007,Obat Nam,Amoxicillin 910mg,Narkotika,Analgesik,129087,kapsul
OBT01008,Obat Voluptatibus,Ibuprofen 240mg,Narkotika,Analgesik,13547,tablet
OBT01009,Obat Quidem,Paracetamol 393mg,Keras,Analgesik,46114,tablet
OBT01010,Obat Aspernatur,Cetirizine 812mg,Bebas,Antidiabetik,151545,sirup
OBT01011,Obat Assumenda,Ibuprofen 877mg,Narkotika,Vitamin,101818,sirup
OBT01012,Obat Tenetur,Cetirizine 559mg,Bebas,Vitamin,36133,sirup
OBT01013,Obat At,Metformin 105mg,Bebas,Antibiotik,162705,tablet
OBT01014,Obat Nulla,Paracetamol 119mg,Bebas,Analgesik,112117,sirup
OBT01015,Obat Ipsam,Amoxicillin 320mg,Bebas,Antibiotik,33923,kapsul
OBT01016,Obat Error,Ibuprofen 661mg,Bebas,Antidiabetik,36684,botol
OBT01017,Obat Facere,Metformin 640mg,Keras,Antihistamin,101884,sirup
OBT01018,Obat Occaecati,Cetirizine 213mg,Bebas,Antidiabetik,154884,sirup
OBT01019,Obat Repellendus,Amoxicillin 343mg,Keras,Antihistamin,80914,tablet
OBT01020,Obat Blanditiis,Amoxicillin 224mg,Keras,Analgesik,15559,tablet
OBT01021,Obat Illum,Paracetamol 344mg,Bebas,Vitamin,142042,sirup
OBT01022,Obat Mollitia,Cetirizine 754mg,Keras,Vitamin,45187,kapsul
OBT01023,Obat Animi,Metformin 568mg,Narkotika,Antibiotik,35865,sirup
OBT01024,Obat Impedit,Paracetamol 213mg,Narkotika,Antihistamin,102377,kapsul
OBT01025,Obat Architecto,Cetirizine 711mg,Narkotika,Antibiotik,84934,sirup
OBT01026,Obat Autem,Metformin 116mg,Bebas,Analgesik,103162,tablet
OBT01027,Obat Quos,Metformin 688mg,Narkotika,Vitamin,84497,tablet
OBT01028,Obat Omnis,Ibuprofen 835mg,Bebas Terbatas,Antibiotik,82065,botol
OBT01029,Obat Dolorum,Ibuprofen 398mg,Bebas Terbatas,Antihistamin,132382,sirup
OBT01030,Obat Reprehenderit,Cetirizine 101mg,Bebas Terbatas,Analgesik,12334,kapsul
OBT01031,Obat Dolorem,Metformin 461mg,Narkotika,Analgesik,42452,botol
OBT01032,Obat Quod,Ibuprofen 684mg,Keras,Antihistamin,42261,kapsul
OBT01033,Obat Deserunt,Cetirizine 291mg,Bebas Terbatas,Antibiotik,159566,sirup
OBT01034,Obat Molestiae,Paracetamol 636mg,Keras,Antidiabetik,115561,sirup
OBT01035,Obat Incidunt,Amoxicillin 169mg,Keras,Antibiotik,17753,kapsul
OBT01036,Obat Impedit,Metformin 657mg,Bebas,Antihistamin,84996,botol
OBT01037,Obat Repellendus,Metformin 905mg,Bebas Terbatas,Vitamin,79313,kapsul
OBT01038,Obat Culpa,Metformin 667mg,Bebas,Antibiotik,61513,botol
OBT01039,Obat Voluptatem,Paracetamol 499mg,Bebas,Antidiabetik,52992,kapsul
OBT01040,Obat Unde,Cetirizine 144mg,Bebas,Antibiotik,198897,botol
OBT01041,Obat Ipsa,Cetirizine 482mg,Narkotika,Vitamin,133134,sirup
OBT01042,Obat Est,Amoxicillin 865mg,Bebas,Analgesik,5546,kapsul
OBT01043,Obat Iure,Paracetamol 465mg,Keras,Antibiotik,37067,botol
OBT01044,Obat Natus,Paracetamol 453mg,Bebas Terbatas,Analgesik,148533,tablet
OBT01045,Obat Suscipit,Ibuprofen 850mg,Keras,Vitamin,96396,botol
OBT01046,Obat Exercitationem,Paracetamol 890mg,Bebas Terbatas,Antidiabetik,22711,kapsul
OBT01047,Obat Eos,Metformin 852mg,Narkotika,Antibiotik,16713,botol
OBT01048,Obat Harum,Amoxicillin 236mg,Bebas Terbatas,Analgesik,114464,kapsul
OBT01049,Obat Ullam,Paracetamol 460mg,Bebas Terbatas,Antidiabetik,131137,kapsul
OBT01050,Obat Reiciendis,Metformin 446mg,Bebas Terbatas,Analgesik,155224,kapsul
OBT01051,Obat Enim,Ibuprofen 950mg,Bebas Terbatas,Analgesik,86186,botol
OBT01052,Obat Suscipit,Cetirizine 812mg,Keras,Analgesik,153311,kapsul
OBT01053,Obat Tempora,Cetirizine 746mg,Bebas Terbatas,Antibiotik,123587,sirup
OBT01054,Obat Laboriosam,Ibuprofen 930mg,Bebas,Analgesik,93558,tablet
OBT01055,Obat Minima,Ibuprofen 164mg,Bebas Terbatas,Vitamin,103908,sirup
OBT01056,Obat Deserunt,Cetirizine 137mg,Bebas,Antihistamin,129578,kapsul
OBT01057,Obat Natus,Amoxicillin 306mg,Narkotika,Antidiabetik,193752,kapsul
OBT01058,Obat Necessitatibus,Paracetamol 910mg,Bebas,Antidiabetik,163783,botol
OBT01059,Obat Quisquam,Ibuprofen 142mg,Keras,Antibiotik,39815,kapsul
OBT01060,Obat Eos,Amoxicillin 417mg,Bebas,Antibiotik,41312,tablet
OBT01061,Obat Nostrum,Metformin 507mg,Keras,Antibiotik,137320,kapsul
OBT01062,Obat Non,Metformin 584mg,Bebas,Antihistamin,171844,tablet
OBT01063,Obat Facere,Amoxicillin 137mg,Bebas Terbatas,Vitamin,125831,botol
OBT01064,Obat Architecto,Ibuprofen 392mg,Narkotika,Antidiabetik,122946,kapsul
OBT01065,Obat Velit,Amoxicillin 982mg,Keras,Antidiabetik,179907,botol
OBT01066,Obat Vero,Paracetamol 986mg,Keras,Antibiotik,122722,botol
OBT01067,Obat Animi,Amoxicillin 379mg,Bebas Terbatas,Antibiotik,44054,tablet
OBT01068,Obat Asperiores,Paracetamol 918mg,Bebas Terbatas,Vitamin,195805,kapsul
OBT01069,Obat Maiores,Amoxicillin 547mg,Bebas,Analgesik,90253,tablet
OBT01070,Obat Suscipit,Cetirizine 861mg,Keras,Vitamin,28413,tablet
OBT01071,Obat Ipsum,Cetirizine 495mg,Bebas,Antibiotik,168779,botol
OBT01072,Obat Nihil,Amoxicillin 291mg,Bebas Terbatas,Antidiabetik,179195,botol
OBT01073,Obat Perferendis,Cetirizine 808mg,Keras,Vitamin,168470,tablet
OBT01074,Obat Facere,Cetirizine 476mg,Narkotika,Analgesik,112381,tablet
OBT01075,Obat Quisquam,Metformin 373mg,Narkotika,Antihistamin,106511,tablet
OBT01076,Obat Quas,Paracetamol 844mg,Keras,Antihistamin,66032,tablet
OBT01077,Obat Aspernatur,Cetirizine 180mg,Keras,Antidiabetik,108650,kapsul
OBT01078,Obat Libero,Cetirizine 716mg,Bebas Terbatas,Analgesik,93866,kapsul
OBT01079,Obat Ipsam,Ibuprofen 658mg,Keras,Vitamin,146818,tablet
OBT01080,Obat Nostrum,Amoxicillin 428mg,Keras,Antibiotik,17011,sirup
OBT01081,Obat Officiis,Paracetamol 181mg,Narkotika,Antibiotik,180752,kapsul
OBT01082,Obat Aliquid,Amoxicillin 776mg,Bebas Terbatas,Analgesik,121155,tablet
OBT01083,Obat Inventore,Amoxicillin 413mg,Bebas,Vitamin,197915,tablet
OBT01084,Obat Quidem,Cetirizine 717mg,Keras,Analgesik,77712,tablet
OBT01085,Obat Voluptate,Cetirizine 270mg,Bebas Terbatas,Vitamin,174323,sirup
OBT01086,Obat A,Cetirizine 459mg,Bebas Terbatas,Antihistamin,28207,tablet
OBT01087,Obat Blanditiis,Cetirizine 143mg,Narkotika,Vitamin,48414,kapsul
OBT01088,Obat Hic,Amoxicillin 729mg,Keras,Vitamin,190390,kapsul
OBT01089,Obat Saepe,Cetirizine 381mg,Keras,Antibiotik,11502,botol
OBT01090,Obat Consectetur,Paracetamol 176mg,Bebas Terbatas,Antidiabetik,154945,botol
OBT01091,Obat Tenetur,Cetirizine 472mg,Keras,Antibiotik,170179,kapsul
OBT01092,Obat Aut,Metformin 920mg,Narkotika,Antihistamin,190440,sirup
OBT01093,Obat Enim,Ibuprofen 131mg,Narkotika,Analgesik,85962,sirup
OBT01094,Obat Vel,Ibuprofen 969mg,Narkotika,Antibiotik,152074,botol
OBT01095,Obat Soluta,Metformin 794mg,Keras,Analgesik,174124,kapsul
OBT01096,Obat Eius,Cetirizine 135mg,Keras,Antibiotik,37448,kapsul
OBT01097,Obat Atque,Ibuprofen 168mg,Narkotika,Antidiabetik,173798,tablet
OBT01098,Obat Numquam,Ibuprofen 897mg,Bebas,Antidiabetik,151630,sirup
OBT01099,Obat Nesciunt,Amoxicillin 470mg,Bebas Terbatas,Antibiotik,27322,tablet
OBT01100,Obat Sint,Cetirizine 680mg,Bebas,Antibiotik,55443,tablet
OBT01101,Obat Dolore,Paracetamol 719mg,Keras,Analgesik,167189,tablet
OBT01102,Obat Dolores,Ibuprofen 795mg,Bebas Terbatas,Analgesik,147038,tablet
OBT01103,Obat Eos,Cetirizine 479mg,Bebas Terbatas,Antihistamin,156219,sirup
OBT01104,Obat Illo,Amoxicillin 554mg,Keras,Antihistamin,18860,tablet
OBT01105,Obat Assumenda,Paracetamol 687mg,Bebas,Antibiotik,154486,botol
OBT01106,Obat Vero,Ibuprofen 642mg,Bebas,Antidiabetik,141774,kapsul
OBT01107,Obat Voluptate,Amoxicillin 507mg,Bebas,Antihistamin,54648,tablet
OBT01108,Obat Molestiae,Amoxicillin 765mg,Bebas,Antihistamin,129737,kapsul
OBT01109,Obat Corrupti,Amoxicillin 355mg,Narkotika,Vitamin,136763,tablet
OBT01110,Obat Nesciunt,Paracetamol 126mg,Bebas Terbatas,Antidiabetik,9892,kapsul
OBT01111,Obat Cum,Ibuprofen 611mg,Bebas,Analgesik,36531,botol
OBT01112,Obat Explicabo,Metformin 496mg,Keras,Analgesik,177557,botol
OBT01113,Obat Accusantium,Metformin 220mg,Narkotika,Analgesik,144423,kapsul
OBT01114,Obat Sint,Amoxicillin 893mg,Bebas Terbatas,Vitamin,52118,sirup
OBT01115,Obat Optio,Amoxicillin 820mg,Keras,Antibiotik,9973,sirup
OBT01116,Obat Doloribus,Cetirizine 319mg,Narkotika,Antibiotik,77079,kapsul
OBT01117,Obat Fugiat,Metformin 392mg,Bebas Terbatas,Analgesik,58950,botol
OBT01118,Obat Similique,Cetirizine 304mg,Keras,Antidiabetik,69300,tablet
OBT01119,Obat Ducimus,Paracetamol 238mg,Bebas Terbatas,Vitamin,189973,botol
OBT01120,Obat Tempora,Paracetamol 562mg,Narkotika,Analgesik,156926,kapsul
OBT01121,Obat Placeat,Ibuprofen 830mg,Bebas,Analgesik,121452,tablet
OBT01122,Obat Illum,Cetirizine 189mg,Narkotika,Antibiotik,27189,kapsul
OBT01123,Obat Beatae,Amoxicillin 783mg,Keras,Antidiabetik,144865,tablet
OBT01124,Obat Enim,Amoxicillin 826mg,Bebas,Vitamin,164083,sirup
OBT01125,Obat Tempora,Paracetamol 663mg,Bebas Terbatas,Vitamin,88999,sirup
OBT01126,Obat Iusto,Metformin 397mg,Bebas Terbatas,Antihistamin,110328,tablet
OBT01127,Obat Harum,Amoxicillin 971mg,Bebas Terbatas,Antidiabetik,159374,sirup
OBT01128,Obat Labore,Ibuprofen 828mg,Narkotika,Antibiotik,16792,tablet
OBT01129,Obat Eaque,Ibuprofen 912mg,Bebas Terbatas,Antihistamin,133836,sirup
OBT01130,Obat Temporibus,Amoxicillin 620mg,Bebas Terbatas,Antibiotik,11098,tablet
OBT01131,Obat Minima,Ibuprofen 224mg,Bebas Terbatas,Analgesik,94117,tablet
OBT01132,Obat Sint,Ibuprofen 911mg,Narkotika,Antihistamin,119561,kapsul
OBT01133,Obat Voluptate,Ibuprofen 342mg,Keras,Antibiotik,52319,kapsul
OBT01134,Obat Adipisci,Cetirizine 126mg,Bebas,Analgesik,113773,botol
OBT01135,Obat Incidunt,Amoxicillin 667mg,Bebas Terbatas,Antibiotik,11306,sirup
OBT01136,Obat Consequatur,Metformin 477mg,Narkotika,Antidiabetik,143386,kapsul
OBT01137,Obat Quas,Cetirizine 922mg,Bebas Terbatas,Antibiotik,88199,botol
OBT01138,Obat Neque,Metformin 232mg,Bebas,Antidiabetik,105141,kapsul
OBT01139,Obat Vero,Metformin 188mg,Keras,Antibiotik,72417,sirup
OBT01140,Obat Sint,Paracetamol 416mg,Keras,Analgesik,28861,sirup
OBT01141,Obat Quam,Cetirizine 834mg,Bebas Terbatas,Antidiabetik,35053,sirup
OBT01142,Obat Quas,Cetirizine 638mg,Bebas,Vitamin,31039,tablet
OBT01143,Obat Adipisci,Cetirizine 887mg,Bebas Terbatas,Antidiabetik,147024,sirup
OBT01144,Obat Ipsam,Cetirizine 943mg,Keras,Analgesik,49081,botol
OBT01145,Obat Asperiores,Metformin 175mg,Narkotika,Antidiabetik,79803,sirup
OBT01146,Obat Quos,Ibuprofen 424mg,Narkotika,Antibiotik,42757,sirup
OBT01147,Obat Corporis,Paracetamol 560mg,Narkotika,Antibiotik,52885,tablet
OBT01148,Obat Eius,Cetirizine 796mg,Bebas,Vitamin,71992,tablet
OBT01149,Obat Explicabo,Metformin 452mg,Bebas,Antidiabetik,28495,kapsul
OBT01150,Obat Consectetur,Ibuprofen 999mg,Keras,Antibiotik,45429,kapsul
OBT01151,Obat Sint,Metformin 755mg,Bebas,Antidiabetik,85424,sirup
OBT01152,Obat A,Metformin 286mg,Keras,Antihistamin,111765,kapsul
OBT01153,Obat Iusto,Ibuprofen 543mg,Keras,Antibiotik,182893,botol
OBT01154,Obat Corrupti,Metformin 989mg,Bebas Terbatas,Antidiabetik,49352,botol
OBT01155,Obat Fuga,Paracetamol 951mg,Narkotika,Antibiotik,20443,botol
OBT01156,Obat Sunt,Paracetamol 630mg,Narkotika,Antihistamin,166081,tablet
OBT01157,Obat Id,Ibuprofen 411mg,Keras,Antihistamin,90273,tablet
OBT01158,Obat Corporis,Ibuprofen 265mg,Bebas,Antibiotik,52568,botol
OBT01159,Obat Accusantium,Amoxicillin 826mg,Keras,Antihistamin,12122,sirup
OBT01160,Obat Perferendis,Ibuprofen 454mg,Narkotika,Antibiotik,191987,kapsul
OBT01161,Obat Fugiat,Metformin 390mg,Bebas Terbatas,Analgesik,20335,tablet
OBT01162,Obat Optio,Paracetamol 356mg,Narkotika,Vitamin,83125,sirup
OBT01163,Obat Est,Ibuprofen 750mg,Keras,Analgesik,107220,kapsul
OBT01164,Obat Tenetur,Metformin 381mg,Keras,Antihistamin,30885,kapsul
OBT01165,Obat Quam,Ibuprofen 740mg,Narkotika,Antibiotik,88896,botol
OBT01166,Obat Explicabo,Amoxicillin 729mg,Narkotika,Analgesik,42345,sirup
OBT01167,Obat Deserunt,Metformin 195mg,Bebas,Antidiabetik,113219,sirup
OBT01168,Obat Optio,Metformin 756mg,Bebas Terbatas,Antidiabetik,89991,botol
OBT01169,Obat Ullam,Ibuprofen 706mg,Narkotika,Antidiabetik,72615,botol
OBT01170,Obat Porro,Metformin 257mg,Bebas Terbatas,Antibiotik,103438,botol
OBT01171,Obat Perspiciatis,Ibuprofen 774mg,Bebas Terbatas,Antihistamin,36710,botol
OBT01172,Obat Sunt,Metformin 837mg,Bebas,Antibiotik,18599,sirup
OBT01173,Obat Vitae,Metformin 445mg,Keras,Antihistamin,58099,kapsul
OBT01174,Obat Omnis,Metformin 142mg,Bebas Terbatas,Vitamin,67815,kapsul
OBT01175,Obat Suscipit,Paracetamol 183mg,Bebas Terbatas,Antibiotik,161501,botol
OBT01176,Obat Error,Paracetamol 756mg,Bebas Terbatas,Vitamin,158624,botol
OBT01177,Obat Placeat,Metformin 371mg,Bebas Terbatas,Antibiotik,66994,botol
OBT01178,Obat Assumenda,Ibuprofen 885mg,Keras,Vitamin,134231,botol
OBT01179,Obat Quae,Metformin 526mg,Bebas,Vitamin,138332,kapsul
OBT01180,Obat Eveniet,Metformin 754mg,Bebas Terbatas,Antibiotik,137231,botol
OBT01181,Obat Corporis,Paracetamol 609mg,Narkotika,Analgesik,105938,tablet
OBT01182,Obat Quod,Metformin 396mg,Keras,Antidiabetik,35167,botol
OBT01183,Obat Nisi,Amoxicillin 594mg,Bebas,Vitamin,75592,kapsul
OBT01184,Obat Consectetur,Ibuprofen 924mg,Narkotika,Antidiabetik,20894,tablet
OBT01185,Obat Quas,Cetirizine 404mg,Narkotika,Antibiotik,88449,kapsul
OBT01186,Obat A,Cetirizine 174mg,Narkotika,Vitamin,126850,sirup
OBT01187,Obat In,Paracetamol 261mg,Bebas Terbatas,Antidiabetik,149997,tablet
OBT01188,Obat Eos,Cetirizine 525mg,Bebas Terbatas,Antidiabetik,111712,kapsul
OBT01189,Obat Est,Cetirizine 575mg,Narkotika,Antihistamin,22159,tablet
OBT01190,Obat Pariatur,Ibuprofen 448mg,Bebas,Analgesik,131922,sirup
OBT01191,Obat Saepe,Metformin 247mg,Bebas Terbatas,Antidiabetik,12577,botol
OBT01192,Obat Odit,Amoxicillin 982mg,Bebas,Antibiotik,111822,kapsul
OBT01193,Obat In,Amoxicillin 851mg,Bebas Terbatas,Antibiotik,171079,tablet
OBT01194,Obat Error,Amoxicillin 508mg,Bebas Terbatas,Antihistamin,66273,tablet
OBT01195,Obat Saepe,Ibuprofen 878mg,Bebas Terbatas,Antidiabetik,9881,sirup
OBT01196,Obat Illum,Amoxicillin 627mg,Bebas,Vitamin,75558,sirup
OBT01197,Obat Atque,Metformin 208mg,Bebas Terbatas,Antibiotik,150247,kapsul
OBT01198,Obat Quod,Amoxicillin 347mg,Bebas,Vitamin,158661,sirup
OBT01199,Obat Dolor,Cetirizine 225mg,Bebas Terbatas,Antibiotik,181972,botol
OBT01200,Obat Quibusdam,Amoxicillin 560mg,Keras,Vitamin,31610,kapsul
OBT01201,Obat Perferendis,Ibuprofen 244mg,Bebas Terbatas,Analgesik,69570,botol
OBT01202,Obat Maiores,Paracetamol 151mg,Narkotika,Antidiabetik,150413,kapsul
OBT01203,Obat Porro,Amoxicillin 493mg,Bebas,Analgesik,175800,kapsul
OBT01204,Obat Cum,Metformin 528mg,Keras,Analgesik,37917,kapsul
OBT01205,Obat Nesciunt,Ibuprofen 986mg,Bebas,Antidiabetik,84852,tablet
OBT01206,Obat Magni,Ibuprofen 933mg,Bebas Terbatas,Vitamin,153962,kapsul
OBT01207,Obat Repellendus,Amoxicillin 691mg,Narkotika,Analgesik,111626,tablet
OBT01208,Obat Voluptatibus,Amoxicillin 294mg,Narkotika,Antidiabetik,121911,kapsul
OBT01209,Obat Iusto,Ibuprofen 610mg,Narkotika,Vitamin,26996,botol
OBT01210,Obat Accusantium,Metformin 578mg,Bebas Terbatas,Antidiabetik,171670,tablet
OBT01211,Obat Ex,Cetirizine 1000mg,Bebas Terbatas,Antidiabetik,136185,botol
OBT01212,Obat Cum,Amoxicillin 609mg,Narkotika,Analgesik,58335,sirup
OBT01213,Obat Nesciunt,Paracetamol 192mg,Bebas Terbatas,Antidiabetik,42320,tablet
OBT01214,Obat Accusantium,Cetirizine 617mg,Bebas Terbatas,Antidiabetik,102859,tablet
OBT01215,Obat Voluptas,Cetirizine 346mg,Keras,Antibiotik,146673,tablet
OBT01216,Obat Tenetur,Ibuprofen 697mg,Bebas Terbatas,Analgesik,49089,botol
OBT01217,Obat Nihil,Amoxicillin 149mg,Keras,Vitamin,69267,kapsul
OBT01218,Obat Cupiditate,Paracetamol 388mg,Narkotika,Analgesik,145911,tablet
OBT01219,Obat Placeat,Cetirizine 711mg,Bebas,Antidiabetik,116084,kapsul
OBT01220,Obat Accusamus,Cetirizine 392mg,Bebas Terbatas,Antibiotik,150529,sirup
OBT01221,Obat Quis,Metformin 108mg,Narkotika,Antibiotik,123421,kapsul
OBT01222,Obat Itaque,Paracetamol 541mg,Narkotika,Antihistamin,15955,tablet
OBT01223,Obat Eum,Ibuprofen 370mg,Bebas Terbatas,Antihistamin,5262,kapsul
OBT01224,Obat Ratione,Amoxicillin 882mg,Bebas,Antibiotik,126805,tablet
OBT01225,Obat Occaecati,Cetirizine 474mg,Bebas,Analgesik,167720,tablet
OBT01226,Obat Dolorem,Paracetamol 510mg,Bebas Terbatas,Analgesik,80825,botol
OBT01227,Obat Laudantium,Paracetamol 683mg,Narkotika,Antidiabetik,176195,kapsul
OBT01228,Obat Nobis,Metformin 299mg,Bebas Terbatas,Antihistamin,48878,kapsul
OBT01229,Obat Ab,Amoxicillin 666mg,Bebas,Antibiotik,5142,botol
OBT01230,Obat Facere,Amoxicillin 175mg,Bebas Terbatas,Antidiabetik,20774,kapsul
OBT01231,Obat Dignissimos,Cetirizine 616mg,Narkotika,Vitamin,131402,sirup
